# Datazone Networks LLC GeoFeed for AS7361
# Last Update: 20241128

#APAC-MY
64.93.23.0/24,MY,MY-14,Wilayah Persekutuan Kuala Lumpur,
64.93.22.0/24,MY,MY-14,Wilayah Persekutuan Kuala Lumpur,
64.93.20.0/24,MY,MY-14,Wilayah Persekutuan Kuala Lumpur,
64.93.19.0/24,MY,MY-14,Wilayah Persekutuan Kuala Lumpur,
64.93.18.0/24,MY,MY-14,Wilayah Persekutuan Kuala Lumpur,

#London-UK
82.38.204.0/24,GB,GB-ENG,London,
82.38.205.0/24,GB,GB-ENG,London,
82.38.206.0/24,GB,GB-ENG,London,
82.38.207.0/24,GB,GB-ENG,London,
